"Indicativo","NOMBRE","PROVINCIA","MUNICIPIO","ALTITUD","LONGITUD","LATITUD","DATUM","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre","anual","Archivo_Origen"
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89","0","0","0","2","1","1","3","0","2","0","2","0","11","N_TOR_2020.csv"
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89","0","0","1","4","6","2","6","4","2","0","1","1","27","N_TOR_2020.csv"
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89","0","0","1","1","1","0","4","2","1","0","3","1","14","N_TOR_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89","0","0","0","3","5","2","6","4","2","1","2","0","25","N_TOR_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","3","0","0","2","3","2","4","2","1","0","5","0","22","N_TOR_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89","0","0","0","1","1","1","3","2","0","0","4","0","12","N_TOR_2020.csv"
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89","3","0","1","4","1","3","2","3","2","0","4","0","23","N_TOR_2020.csv"
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89","0","0","2","3","4","4","3","5","0","0","0","0","21","N_TOR_2020.csv"
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89",NA,NA,NA,NA,NA,NA,"5","8","0","0","0","1",NA,"N_TOR_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89","0","0",NA,NA,NA,NA,NA,"3","0","0","0","0",NA,"N_TOR_2020.csv"
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89","0","0","2",NA,NA,NA,"5","7","1","1","0","2",NA,"N_TOR_2020.csv"
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89","1","0","1","8","5","7","10","6","2","0","2","0","42","N_TOR_2020.csv"
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89","1","0","2","5","6","7","6","8","2","0","0","1","38","N_TOR_2020.csv"
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89","0","0","3","2","6","8","3","1","2","0",NA,"0",NA,"N_TOR_2020.csv"
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89","1","0","0","1","6","7","1","1","0","0","0","2","19","N_TOR_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89","0","0",NA,NA,NA,NA,NA,"1","1","0","0","1",NA,"N_TOR_2020.csv"
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","2","0","1","1","3","5","2","3","2","0","3","1","23","N_TOR_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89","0",NA,NA,NA,NA,"1","1","1","3","0","3","3",NA,"N_TOR_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89","0","0","0","0","0","1","2","1","2","2","2","1","11","N_TOR_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89","0","0","2","1","2","3","0","1","3","3","0","4","19","N_TOR_2020.csv"
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","0","0","0","1","0","0","0","1","2","0","0","0","4","N_TOR_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95","0","0","0","1","0","0","0","0","0","0","1","0","2","N_TOR_2020.csv"
"C139E","LA PALMA/AEROPUERTO","SANTA CRUZ DE TENERIFE","BREÑA BAJA",33,1745182,283759,"REGCAN95","0","0","0","0","0","0","0","0","0","0","0","0","0","N_TOR_2020.csv"
"C249I","FUERTEVENTURA/AEROPUERTO","LAS PALMAS","PUERTO DEL ROSARIO",25,1351472,282641,"REGCAN95","0","0","0","0","0","0","0","0","0","0","0","0","0","N_TOR_2020.csv"
"C429I","TENERIFE/SUR","SANTA CRUZ DE TENERIFE","GRANADILLA DE ABONA",64,1633402,280249,"REGCAN95","0","0","0","0","0","0","0","0","0","0","0","0","0","N_TOR_2020.csv"
"C430E","IZAÑA","SANTA CRUZ DE TENERIFE","LA OROTAVA",2371,1629582,281832,"REGCAN95","0","0","1","0","0","0","0","0","0","0","0","0","1","N_TOR_2020.csv"
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","0","0","1","0","0","0","0","0","0","0","0","0","1","N_TOR_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95","0","0","0","0","0","0","0","0","0","1","0","0","1","N_TOR_2020.csv"
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95","0","0","0","1","0","0","0","0","0","0","0","0","1","N_TOR_2020.csv"
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95","0","0","0","0","0","0","0","0","0","0","0","0","0","N_TOR_2020.csv"
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89","7","1","10","11","7","7","1","4","4","4","6","3","65","NP_001_2020.csv"
"0076",NA,NA,NA,NA,NA,NA,NA,"7","1","8","8","6","11","6","6","8","7","7","6","81","NP_001_2020.csv"
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89","7","4","10","9","6","11","6","5","9","4","8","6","85","NP_001_2020.csv"
"0367",NA,NA,NA,NA,NA,NA,NA,"7","4","12","14","6","17","7","7","9","8","7","7","105","NP_001_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89","14","14","15","17","11","17","12","13","10","19","8","26","176","NP_001_2020.csv"
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","15","12","17","18","11","19","14","17","13","21","9","24","190","NP_001_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89","16","13","16","14","12","16","13","14","9","23","13","27","186","NP_001_2020.csv"
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89","13","9","13","15","11","19","8","11","11","19","9","26","164","NP_001_2020.csv"
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89","14","9","13","13","10","15","7","12","11","20","10","25","159","NP_001_2020.csv"
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89","17","10","14","18","9","14","9","12","12","18","11","25","169","NP_001_2020.csv"
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89","21","12","17","19","14","15","10","15","13","19","12","24","191","NP_001_2020.csv"
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89","16","9","16","18","12","17","11","14","15","19","10","23","180","NP_001_2020.csv"
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","15","14","13","17","6","14","2","12","9","18","15","25","160","NP_001_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89","20","14","14","20","6",NA,"5","14",NA,"18","18","27",NA,"NP_001_2020.csv"
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89","19","16","14","25","11","12","4","14","10","22","15","27","189","NP_001_2020.csv"
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89","16","16","13","22","8","11","0","11","11","19","14","26","167","NP_001_2020.csv"
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89","18","16","13","21","10","13","0","10","10","21","14","26","172","NP_001_2020.csv"
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89","16","13","13","20","8","11","2","11","10","18","13","27","162","NP_001_2020.csv"
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89","13","8","12","16","8","9","2","6","9","14","8","23","128","NP_001_2020.csv"
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89","12","6","10","18","9","6","2","7","7","12","13","24","126","NP_001_2020.csv"
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89","13","2","11","22","7","10","7","5","7","13","10","16","123","NP_001_2020.csv"
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89","13","3","12","21","5","11","6","7","9","13","7","16","123","NP_001_2020.csv"
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","11","2","7","22","8","7","5","3","7","10","9","11","102","NP_001_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89","9","3","12","18","7","2","5","3","8","8","10","13","98","NP_001_2020.csv"
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89","15","9","16","23","10","6","6","2","11","14","14","22","148","NP_001_2020.csv"
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89","11","4","9","19","9","8","6","6","9","12","10","20","123","NP_001_2020.csv"
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89","12","3","8","20","7","6","4","4","7","8","9","13","101","NP_001_2020.csv"
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89","10","3","10","20","6","3","2","3","6","14","13","12","102","NP_001_2020.csv"
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89","14","10","11","17","11","8","4","8","9","10","12","17","131","NP_001_2020.csv"
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","10","2","12","18","5","5","3","3","7","7","10","15","97","NP_001_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89","11","4","14","19","7","3","3","4",NA,"10","12","14",NA,"NP_001_2020.csv"
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89","8","3","13","21","9","9","7","2","7","9","8","12","108","NP_001_2020.csv"
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89","7","1","11","15","10","4","1","2","8","7","11","15","92","NP_001_2020.csv"
"3175","MADRID/TORREJÓN","MADRID","TORREJÓN DE ARDOZ",607,326372,402919,"ETRS89","9","0","10","15","9","6","6","2","8","7","10","11","93","NP_001_2020.csv"
"3191E","COLMENAR VIEJO/FAMET","MADRID","COLMENAR VIEJO",1004,345542,404146,"ETRS89","14","6","13","18","11","4","2","2","8","8","13","20","119","NP_001_2020.csv"
"3195","MADRID,RETIRO","MADRID","MADRID",667,340412,402443,"ETRS89","12","0","10","16","9","4","2","3","7","7","11","17","98","NP_001_2020.csv"
"3196","MADRID/CUATRO VIENTOS","MADRID","MADRID",690,347102,402232,"ETRS89","9","0","10","17","9","2","3","3","6","7","11","13","90","NP_001_2020.csv"
"3200","MADRID/GETAFE","MADRID","GETAFE",620,343202,401758,"ETRS89","10","0","12","15","7","5","3","3","6","7","9","12","89","NP_001_2020.csv"
"3260B","TOLEDO","TOLEDO","TOLEDO",515,402432,395305,"ETRS89","8","2","11","20","8","4","3","2","6","6","13","12","95","NP_001_2020.csv"
"3469A","CÁCERES","CACERES","CÁCERES",394,620202,392817,"ETRS89","13","1","9","16","8","1","1","0","6","9","13","14","91","NP_001_2020.csv"
"367","GIRONA/COSTA BRAVA","GIRONA","VILOBÍ D'ONYAR",143,245481,415442,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","CIUDAD REAL","CIUDAD REAL","CIUDAD REAL",628,355132,385921,"ETRS89","14","4","10","15","10","2","1","2","3","6","15","18","100","NP_001_2020.csv"
"4452","BADAJOZ/TALAVERA LA REAL","BADAJOZ","BADAJOZ",185,648502,385300,"ETRS89","9","2","6","17","7","0","1","0","3","7","12","18","82","NP_001_2020.csv"
"4642E","HUELVA, RONDA ESTE","HUELVA","HUELVA",19,654422,371642,"ETRS89","8","1","9","14","6","2","0","0","1","5","13","9","68","NP_001_2020.csv"
"5000C","CEUTA","CEUTA","CEUTA",87,520492,355319,"ETRS89","9","1","13","12","8","5","0","1","2","5","13","13","82","NP_001_2020.csv"
"5270B","JAÉN","JAEN","JAÉN",580,348322,374639,"ETRS89","8","1","11","13","8","0","1","1","2","5","9","13","72","NP_001_2020.csv"
"5402","CÓRDOBA/AEROPUERTO","CORDOBA","CÓRDOBA",90,450482,375056,"ETRS89","6","2","10","14","9","0","1","4","3","5","12","14","80","NP_001_2020.csv"
"5514","GRANADA/BASE AÉREA","GRANADA","ALHENDÍN",687,337532,370814,"ETRS89","9","1","12","13","10","2","2","1","4","5","8","15","82","NP_001_2020.csv"
"5530E","GRANADA/AEROPUERTO","GRANADA","CHAUCHINA",567,347222,371123,"ETRS89","7","1","9","15","8","2","0","2","4","5","8","14","75","NP_001_2020.csv"
"5783","SEVILLA/SAN PABLO","SEVILLA","SEVILLA",34,552452,372500,"ETRS89","8","2","11","11","7","1","1","2","5","4","11","10","73","NP_001_2020.csv"
"5796","MORÓN DE LA FRONTERA","SEVILLA","ARAHAL",87,536412,370952,"ETRS89","8","3","10","12","10","0","1","0","3","4","11","13","75","NP_001_2020.csv"
"5910","ROTA B.N.OBSERVATORIO'","CADIZ","ROTA",21,619572,363820,"ETRS89","8","2","9","14","6","2","0","1","2","5","12","9","70","NP_001_2020.csv"
"5960","JEREZ DE LA FRONTERA/AEROPUERTO","CADIZ","JEREZ DE LA FRONTERA",27,603212,364502,"ETRS89","11","5","10","11","10","3","1","1","4","7","16","13","92","NP_001_2020.csv"
"5973","CÁDIZ,OBS.","CADIZ","CÁDIZ",2,615282,362959,"ETRS89","9","5","11","11","8","2","0","2","3","5","12","13","81","NP_001_2020.csv"
"6000A","MELILLA","MELILLA","MELILLA",52,257232,351635,"ETRS89","6","0","8","12","4","1","2","1","2","2","3","12","53","NP_001_2020.csv"
"6001","TARIFA","CADIZ","TARIFA",32,535562,360050,"ETRS89","9","5",NA,NA,NA,"3","0","1","1",NA,"8","12",NA,"NP_001_2020.csv"
"6155A","MÁLAGA/AEROPUERTO","MALAGA","MÁLAGA",5,428562,363958,"ETRS89","7","1","12","8","7","1","1","1","2","5","7","5","57","NP_001_2020.csv"
"6325O","ALMERÍA/AEROPUERTO","ALMERIA","ALMERÍA",21,221252,365047,"ETRS89","5","0","8","8","4","1","1","1","2","2","5","0","37","NP_001_2020.csv"
"7031","MURCIA/SAN JAVIER","MURCIA","SAN JAVIER",4,48122,374720,"ETRS89","6","2","8","10","4","3","3","2","4","2","6","1","51","NP_001_2020.csv"
"7178I","MURCIA","MURCIA","MURCIA",61,110152,380007,"ETRS89","4","2","11","12","3","4","3","2","3","3","6","3","56","NP_001_2020.csv"
"7228","MURCIA/ALCANTARILLA","MURCIA","MURCIA",75,113432,375728,"ETRS89","4","2","9","11","3","4","3","2","3","3","7","4","55","NP_001_2020.csv"
"76","BARCELONA/AEROPUERTO","BARCELONA","EL PRAT DE LLOBREGAT",4,204121,411734,"ETRS89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8019","ALICANTE-ELCHE/AEROPUERTO","ALICANTE","ELCHE/ELX",43,34152,381658,"ETRS89","5","6","13","10","7","4","0","3","3","2","5","2","60","NP_001_2020.csv"
"8025","ALICANTE","ALICANTE","ALICANTE/ALACANT",81,29392,382221,"ETRS89","3","2","11","9","5","3","0","5","4","4","5","3","54","NP_001_2020.csv"
"8096","CUENCA","CUENCA","CUENCA",948,207552,400402,"ETRS89","8","3","14","17","9","3","5","1","5","6","9","15","95","NP_001_2020.csv"
"8175","ALBACETE/LOS LLANOS","ALBACETE","ALBACETE",702,151232,385715,"ETRS89","6","0","11","11","10","2","3","3","4","4","9","11","74","NP_001_2020.csv"
"8178D","ALBACETE,OBS.","ALBACETE","ALBACETE",676,151442,390020,"ETRS89","6","1","14","10","12","2","4","3","5","5","9","12","83","NP_001_2020.csv"
"8368U","TERUEL","TERUEL","TERUEL",900,107272,402102,"ETRS89","8","0","13","15","8","6","7","4","5","3","7","8","84","NP_001_2020.csv"
"8414A","VALENCIA/AEROPUERTO","VALENCIA","MANISES",56,28292,392906,"ETRS89","7","3","13","10","6","3","3","2","4","3","9","7","70","NP_001_2020.csv"
"8416","VALENCIA","VALENCIA","VALÈNCIA",11,21592,392850,"ETRS89","5","4","13","10","7","3","4","2","4","3","9","6","70","NP_001_2020.csv"
"8500A","CASTELLÓN-ALMASSORA","CASTELLON","ALMASSORA",43,4192,395726,"ETRS89","6","0","10","10","6","4","4","5","4","2","8","4","63","NP_001_2020.csv"
"9091O","FORONDA-TXOKIZA","ARABA/ALAVA","VITORIA-GASTEIZ",513,244062,425255,"ETRS89","13","6","14","14","9","12","4","9","10","21","8","25","145","NP_001_2020.csv"
"9170","LOGROÑO/AGONCILLO","LA RIOJA","AGONCILLO",353,219522,422708,"ETRS89","9","3","12","15",NA,"11","5","10","9","13","11","22",NA,"NP_001_2020.csv"
"9262","PAMPLONA OBSERVATORIO","NAVARRA","PAMPLONA/IRUÑA",450,138182,424904,"ETRS89","9","6",NA,NA,NA,NA,NA,"8","6","14","6","23",NA,"NP_001_2020.csv"
"9263D","PAMPLONA/NOAIN","NAVARRA","GALAR",459,139002,424637,"ETRS89","12","7","16","17","8","13","5","11","8","16","9","24","146","NP_001_2020.csv"
"9381I","CALAMOCHA","TERUEL","CALAMOCHA",890,117362,405534,"ETRS89","8","1","12","15","11","10","7","6","5","5","9","11","100","NP_001_2020.csv"
"9390","DAROCA I","ZARAGOZA","DAROCA",779,124362,410652,"ETRS89","6","1","10","17","10","10","4","6","7","3","8","14","96","NP_001_2020.csv"
"9434","ZARAGOZA/AEROPUERTO","ZARAGOZA","ZARAGOZA",249,100152,413938,"ETRS89","8","1","12","15","9","9","4","1","6","8","7","9","89","NP_001_2020.csv"
"9771C","LLEIDA","LLEIDA","LLEIDA",185,35531,413734,"ETRS89","15","3","8","13","9","10","3","2","2","7","15","15","102","NP_001_2020.csv"
"9898","HUESCA/PIRINEOS","HUESCA","ALCALÁ DEL OBISPO",546,19322,420504,"ETRS89","9","0","11","18","9","11","4","2","3","9","11","13","100","NP_001_2020.csv"
"9981A","TORTOSA","TARRAGONA","ROQUETES",50,29361,404913,"ETRS89","6","1","11","12","9","6","1","4","4","2","8","8","72","NP_001_2020.csv"
"B228","PALMA-PUERTO","BALEARES","PALMA",3,237311,393319,"ETRS89","6","1","13","9","5","4","1","1","6","8","6","14","74","NP_001_2020.csv"
"B278","PALMA DE MALLORCA/SON SAN JUAN","BALEARES","PALMA",8,244121,393339,"ETRS89","6","0","11","9","4","4","2","2","8","7","5","13","71","NP_001_2020.csv"
"B893","MENORCA/AEROPUERTO","BALEARES","MAÓ-MAHÓN",91,412561,395117,"ETRS89","14","9","16","10","6","4","1","4","7","12","12","16","111","NP_001_2020.csv"
"B954","IBIZA/ES CODOLÁ","BALEARES","SANT JOSEP DE SA TALAIA",6,123041,385235,"ETRS89","10","1","7","12","5","4","2","4","6","7","7","8","73","NP_001_2020.csv"
"C029O","LANZAROTE/AEROPUERTO","LAS PALMAS","SAN BARTOLOMÉ",14,1336012,285707,"REGCAN95","4","0","7","2","0","1","0","0","0","4","9","7","34","NP_001_2020.csv"
"C139E","LA PALMA/AEROPUERTO","SANTA CRUZ DE TENERIFE","BREÑA BAJA",33,1745182,283759,"REGCAN95","6","1","11","4","1","9","0","0","3","12","10","21","78","NP_001_2020.csv"
"C249I","FUERTEVENTURA/AEROPUERTO","LAS PALMAS","PUERTO DEL ROSARIO",25,1351472,282641,"REGCAN95","2","0","5","2","0","0","1","0","2","3","5","5","25","NP_001_2020.csv"
"C429I","TENERIFE/SUR","SANTA CRUZ DE TENERIFE","GRANADILLA DE ABONA",64,1633402,280249,"REGCAN95","2","0","2","4","0","3","0","0","2","4","4","9","30","NP_001_2020.csv"
"C430E","IZAÑA","SANTA CRUZ DE TENERIFE","LA OROTAVA",2371,1629582,281832,"REGCAN95","3","1","7","6","1","2","0","0","3","3","7","7","40","NP_001_2020.csv"
"C447A","TENERIFE/LOS RODEOS","SANTA CRUZ DE TENERIFE","SAN CRISTÓBAL DE LA LAGUNA",632,1619462,282839,"REGCAN95","8","4","15","12","6","9","1","2","6","10","12","15","100","NP_001_2020.csv"
"C449C","STA.CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE",35,1615192,282748,"REGCAN95","4","0","11","5","0","2","0","1","2","6","7","10","48","NP_001_2020.csv"
"C649I","GRAN CANARIA/AEROPUERTO","LAS PALMAS","INGENIO",32,1523432,275504,"REGCAN95","4","2","8","3","3","1","0","1","2","7","6","13","50","NP_001_2020.csv"
"C929I","HIERRO/AEROPUERTO","SANTA CRUZ DE TENERIFE","VALVERDE",32,1753202,274908,"REGCAN95","5","1","6","4","2","5","0","0","3","7","9","15","57","NP_001_2020.csv"
"0016A","REUS/AEROPUERTO","TARRAGONA","REUS",71,109491,410842,"ETRS89","6","0","5","9","5","6","0","2","4","2","5","2","46","NP_010_2020.csv"
"0076",NA,NA,NA,NA,NA,NA,NA,"5","1","6","8","5","6","3","5","8","4","6","3","60","NP_010_2020.csv"
"0200E","BARCELONA (FABRA)","BARCELONA","BARCELONA",408,207271,412506,"ETRS89","6","1","6","9","6","8","2","3","8","4","5","2","60","NP_010_2020.csv"
"0367",NA,NA,NA,NA,NA,NA,NA,"6","2","6","8","3","13","4","4","6","5","6","2","65","NP_010_2020.csv"
"1014","HONDARRIBIA-MALKARROA","GIPUZKOA","HONDARRIBIA",4,147322,432125,"ETRS89","11","9","14","13","10","14","6","9","8","17","7","21","139","NP_010_2020.csv"
"1024E","SAN SEBASTIÁN,IGUELDO","GIPUZKOA","DONOSTIA/SAN SEBASTIÁN",251,202282,431823,"ETRS89","11","9","14","13","10","15","10","10","10","16","7","22","147","NP_010_2020.csv"
"1082","BILBAO/AEROPUERTO","BIZKAIA","LOIU",42,254232,431753,"ETRS89","6","8","15","11","6","12","4","9","5","17","6","24","123","NP_010_2020.csv"
"1109","SANTANDER/PARAYAS","CANTABRIA","CAMARGO",3,349322,432526,"ETRS89","9","9","12","10","8","13","6","9","9","17","6","23","131","NP_010_2020.csv"
"1111","SANTANDER I,CMT","CANTABRIA","SANTANDER",52,348022,432928,"ETRS89","10","9","12","11","8","12","5","10","8","18","6","21","130","NP_010_2020.csv"
"1208H","GIJÓN, MUSEL","ASTURIAS","GIJÓN",5,542032,433336,"ETRS89","14","7","10","14","5","11","7","9","8","12","7","21","125","NP_010_2020.csv"
"1212E","ASTURIAS/AVILÉS","ASTURIAS","CASTRILLÓN",127,602392,433401,"ETRS89","13","8","11","10","8","13","4","11","10","15","6","23","132","NP_010_2020.csv"
"1249I","OVIEDO","ASTURIAS","OVIEDO",336,552272,432112,"ETRS89","12","6","11","12","10","14","7","10","10","15","7","21","135","NP_010_2020.csv"
"1387","A CORUÑA","A CORUÑA","A CORUÑA",58,825172,432157,"ETRS89","10","9","10","15","2","9","0","9","7","15","11","24","121","NP_010_2020.csv"
"1387E","A CORUÑA/ALVEDRO","A CORUÑA","CULLEREDO",98,822192,431825,"ETRS89","10","7","10","13","2",NA,"1","10",NA,"15","10","23",NA,"NP_010_2020.csv"
"1428","SANTIAGO DE COMPOSTELA/LABACOLLA","A CORUÑA","O PINO",370,824382,425317,"ETRS89","15","12","10","19","6","6","0","10","6","17","12","24","137","NP_010_2020.csv"
"1484C","PONTEVEDRA","PONTEVEDRA","PONTEVEDRA",108,836572,422618,"ETRS89","15","14","10","19","7","8","0","9","6","14","10","23","135","NP_010_2020.csv"
"1495","VIGO/PEINADOR","PONTEVEDRA","REDONDELA",261,837262,421419,"ETRS89","13","14","9","18","7","8","0","9","7","16","10","21","132","NP_010_2020.csv"
"1505","LUGO/ROZAS","LUGO","CASTRO DE REI",445,727272,430641,"ETRS89","11","9","11","15","6","4","0","9","7","12","10","24","118","NP_010_2020.csv"
"1549","PONFERRADA","LEON","PONFERRADA",534,636002,423350,"ETRS89","9","5","8","12","6","4","1","6","5","10","5","18","89","NP_010_2020.csv"
"1690A","OURENSE","OURENSE","OURENSE",143,751352,421931,"ETRS89","10","4","10","14","7","3","0","6","6","10","8","19","97","NP_010_2020.csv"
"2030","SORIA","SORIA","SORIA",1082,228592,414630,"ETRS89","5","0","8","17","5","7","5","3","5","8","6","11","80","NP_010_2020.csv"
"2331","BURGOS/VILLAFRÍA","BURGOS","BURGOS",891,337132,422125,"ETRS89","7","2","7","15","5","7","4","5","8","9","2","10","81","NP_010_2020.csv"
"2422","VALLADOLID","VALLADOLID","VALLADOLID",735,445162,413827,"ETRS89","7","1","7","17","8","6","3","3","6","7","5","9","79","NP_010_2020.csv"
"2444","ÁVILA","AVILA","ÁVILA",1130,440482,403933,"ETRS89","3","1","6","15","7","1","2","2","6","6","6","10","65","NP_010_2020.csv"
"2462","NAVACERRADA,PUERTO","MADRID","CERCEDILLA",1894,400382,404735,"ETRS89","15","5","11","19","9","4","2","2","8","10","11","20","116","NP_010_2020.csv"
"2465","SEGOVIA","SEGOVIA","SEGOVIA",1005,407352,405643,"ETRS89","8","0","6","12","8","6","2","2","6","9","6","15","80","NP_010_2020.csv"
"2539","VALLADOLID/VILLANUBLA","VALLADOLID","VILLANUBLA",846,451202,414243,"ETRS89","7","2","8","17","7","5","4","3","6","7","5","9","80","NP_010_2020.csv"
"2614","ZAMORA","ZAMORA","ZAMORA",656,544072,413056,"ETRS89","6","2","9","13","5","3","2","2","3","6","5","7","63","NP_010_2020.csv"
"2661","LEÓN/VIRGEN DEL CAMINO","LEON","VALVERDE DE LA VIRGEN",912,539042,423518,"ETRS89","9","2","6","13","8","2","1","6","5","7","9","10","78","NP_010_2020.csv"
"2867","SALAMANCA/MATACAN","SALAMANCA","CALVARRASA DE ABAJO",790,529542,405734,"ETRS89","6","1","6","13","4","3","2","1","6","6","6","8","62","NP_010_2020.csv"
"2870","SALAMANCA,OBS.","SALAMANCA","SALAMANCA",775,539442,405727,"ETRS89","7","1","7","13","3","2","1","1",NA,"7","6","10",NA,"NP_010_2020.csv"
"3013","MOLINA DE ARAGÓN","GUADALAJARA","MOLINA DE ARAGÓN",1062,152442,405030,"ETRS89","3","0","10","14","8","6","4","1","5","2","5","8","66","NP_010_2020.csv"
"3129","MADRID/BARAJAS","MADRID","MADRID",609,333202,402800,"ETRS89","4","0","9","10","6","2","1","1","6","6","9","6","60","NP_010_2020.csv"
